"","Member_number","Date","itemDescription"
"33064",3408,2014-04-07,"root vegetables"
"33065",4294,2014-03-03,"domestic eggs"
"33066",4404,2014-04-29,"root vegetables"
"33067",3692,2014-02-01,"frozen dessert"
"33068",2370,2014-07-27,"chewing gum"
"33069",2137,2014-04-25,"canned vegetables"
"33070",4272,2014-07-22,"pastry"
"33071",3042,2014-07-11,"rolls/buns"
"33072",2974,2014-09-02,"pastry"
"33073",1967,2014-11-03,"fruit/vegetable juice"
"33074",1208,2014-08-03,"soft cheese"
"33075",2436,2014-11-27,"newspapers"
"33076",3379,2014-12-10,"roll products "
"33077",3148,2014-10-25,"shopping bags"
"33078",2831,2014-05-25,"fruit/vegetable juice"
"33079",1796,2014-08-06,"chocolate"
"33080",4729,2014-12-27,"shopping bags"
"33081",3308,2014-11-05,"tea"
"33082",3848,2014-01-04,"chocolate marshmallow"
"33083",1641,2014-02-09,"cream cheese "
"33084",1279,2014-04-28,"pastry"
"33085",3495,2014-09-03,"pastry"
"33086",4484,2014-04-23,"shopping bags"
"33087",4578,2014-08-13,"white bread"
"33088",1027,2014-09-22,"rolls/buns"
"33089",2388,2014-08-28,"salty snack"
"33090",4762,2014-07-08,"pastry"
"33091",4687,2014-06-13,"soda"
"33092",1965,2014-01-02,"chewing gum"
"33093",3246,2014-10-04,"yogurt"
"33094",2541,2014-01-14,"soda"
"33095",4363,2014-12-24,"long life bakery product"
"33096",4143,2014-03-07,"mustard"
"33097",2038,2014-02-04,"pastry"
"33098",1865,2014-06-06,"bottled beer"
"33099",1003,2014-02-27,"rolls/buns"
"33100",3358,2014-09-09,"cream cheese "
"33101",4782,2014-10-30,"margarine"
"33102",4952,2014-07-15,"sugar"
"33103",4042,2014-07-26,"frozen dessert"
"33104",2907,2014-09-02,"candy"
"33105",4693,2014-03-29,"bottled beer"
"33106",1980,2014-09-12,"domestic eggs"
"33107",4217,2014-07-27,"dishes"
"33108",4106,2014-09-21,"pastry"
"33109",4137,2014-09-12,"shopping bags"
"33110",2862,2014-06-02,"kitchen towels"
"33111",4115,2014-05-07,"shopping bags"
"33112",3394,2014-11-22,"yogurt"
"33113",2729,2014-05-22,"soft cheese"
"33114",1949,2014-10-18,"semi-finished bread"
"33115",4832,2014-08-28,"shopping bags"
"33116",1276,2014-06-07,"dessert"
"33117",3584,2014-07-20,"frozen fish"
"33118",2958,2014-12-17,"bottled water"
"33119",4061,2014-07-04,"dish cleaner"
"33120",3568,2014-08-13,"beverages"
"33121",1680,2014-05-15,"pet care"
"33122",1588,2014-07-19,"root vegetables"
"33123",2923,2014-11-02,"yogurt"
"33124",4751,2014-03-02,"butter"
"33125",1633,2014-07-05,"ready soups"
"33126",2235,2014-10-13,"frozen vegetables"
"33127",1466,2014-04-09,"rolls/buns"
"33128",3520,2014-05-12,"sliced cheese"
"33129",3090,2014-06-07,"newspapers"
"33130",2341,2014-12-22,"rolls/buns"
"33131",2140,2014-10-06,"whole milk"
"33132",1017,2014-10-14,"brown bread"
"33133",2177,2014-08-19,"soups"
"33134",3129,2014-06-02,"coffee"
"33135",4299,2014-10-21,"seasonal products"
"33136",1294,2014-06-24,"white wine"
"33137",2851,2014-01-16,"rolls/buns"
"33138",3948,2014-04-08,"whipped/sour cream"
"33139",2047,2014-04-28,"waffles"
"33140",1910,2014-02-26,"margarine"
"33141",2834,2014-08-01,"sliced cheese"
"33142",1561,2014-05-15,"sugar"
"33143",1552,2014-01-09,"rolls/buns"
"33144",3353,2014-05-10,"soda"
"33145",1646,2014-06-17,"white bread"
"33146",1554,2014-01-31,"hygiene articles"
"33147",1622,2014-05-17,"misc. beverages"
"33148",3575,2014-05-03,"butter"
"33149",4396,2014-03-20,"roll products "
"33150",4858,2014-01-14,"detergent"
"33151",1012,2014-06-22,"frozen vegetables"
"33152",4137,2014-12-21,"fruit/vegetable juice"
"33153",1342,2014-02-14,"napkins"
"33154",2573,2014-01-21,"pastry"
"33155",4437,2014-11-13,"beer"
"33156",2175,2014-05-23,"pastry"
"33157",3879,2014-08-18,"brown bread"
"33158",4378,2014-10-05,"vinegar"
"33159",4721,2014-07-01,"processed cheese"
"33160",2138,2014-10-01,"bottled water"
"33161",4673,2014-12-10,"bottled water"
"33162",1806,2014-06-20,"whipped/sour cream"
"33163",2924,2014-03-27,"sliced cheese"
"33164",4201,2014-10-21,"rolls/buns"
"33165",2763,2014-05-31,"shopping bags"
"33166",3101,2014-05-21,"fruit/vegetable juice"
"33167",1235,2014-05-26,"butter"
"33168",4715,2014-09-04,"specialty fat"
"33169",4684,2014-07-11,"oil"
"33170",4840,2014-04-15,"whole milk"
"33171",3137,2014-11-29,"newspapers"
"33172",2121,2014-04-22,"soda"
"33173",3054,2014-01-17,"semi-finished bread"
"33174",3156,2014-01-02,"whipped/sour cream"
"33175",3965,2014-09-21,"yogurt"
"33176",2011,2014-01-20,"whipped/sour cream"
"33177",2184,2014-05-19,"shopping bags"
"33178",3777,2014-02-26,"waffles"
"33179",2199,2014-01-30,"coffee"
"33180",1983,2014-10-02,"margarine"
"33181",2806,2014-01-21,"newspapers"
"33182",3657,2014-07-28,"pastry"
"33183",1606,2014-08-05,"butter"
"33184",4211,2014-03-22,"rolls/buns"
"33185",3822,2014-09-04,"frozen vegetables"
"33186",2868,2014-04-02,"soda"
"33187",4674,2014-05-15,"dishes"
"33188",1130,2014-08-18,"yogurt"
"33189",3530,2014-06-18,"frozen meals"
"33190",1998,2014-02-22,"whipped/sour cream"
"33191",1174,2014-11-19,"baking powder"
"33192",1070,2014-11-05,"cream cheese "
"33193",1654,2014-08-10,"cream cheese "
"33194",4104,2014-11-05,"domestic eggs"
"33195",3113,2014-01-06,"hygiene articles"
"33196",3911,2014-03-24,"mayonnaise"
"33197",1057,2014-03-05,"salty snack"
"33198",1618,2014-11-17,"cream cheese "
"33199",3385,2014-05-04,"UHT-milk"
"33200",3462,2014-02-04,"pet care"
"33201",1773,2014-12-18,"bottled water"
"33202",4202,2014-02-28,"popcorn"
"33203",2258,2014-03-05,"yogurt"
"33204",3474,2014-11-26,"newspapers"
"33205",2421,2014-05-06,"beer"
"33206",3722,2014-07-05,"butter"
"33207",4894,2014-09-23,"dishes"
"33208",3514,2014-07-23,"soda"
"33209",3807,2014-03-02,"cat food"
"33210",2660,2014-03-20,"bottled water"
"33211",1419,2014-05-17,"flour"
"33212",2271,2014-09-30,"frozen dessert"
"33213",3188,2014-05-08,"fruit/vegetable juice"
"33214",1598,2014-04-25,"cream cheese "
"33215",1337,2014-08-06,"cling film/bags"
"33216",4740,2014-10-10,"rolls/buns"
"33217",3275,2014-12-04,"yogurt"
"33218",2832,2014-05-30,"specialty chocolate"
"33219",1609,2014-07-02,"soft cheese"
"33220",2627,2014-05-17,"liquor (appetizer)"
"33221",4285,2014-08-17,"pastry"
"33222",3418,2014-11-27,"beverages"
"33223",4732,2014-12-03,"soda"
"33224",3442,2014-11-16,"canned fish"
"33225",3946,2014-12-26,"salt"
"33226",2990,2014-03-30,"rolls/buns"
"33227",3225,2014-07-15,"bottled beer"
"33228",1494,2014-11-23,"pip fruit"
"33229",3549,2014-12-06,"frozen meals"
"33230",3384,2014-09-23,"rolls/buns"
"33231",3746,2014-01-03,"meat spreads"
"33232",3603,2014-08-13,"white bread"
"33233",2120,2014-05-30,"butter"
"33234",2065,2014-10-20,"soda"
"33235",1285,2014-10-27,"pastry"
"33236",3835,2014-05-08,"pastry"
"33237",2160,2014-01-15,"margarine"
"33238",4995,2014-06-02,"mayonnaise"
"33239",1970,2014-01-29,"citrus fruit"
"33240",2043,2014-07-07,"shopping bags"
"33241",3487,2014-01-09,"rolls/buns"
"33242",2524,2014-10-17,"domestic eggs"
"33243",2045,2014-02-10,"soda"
"33244",2445,2014-05-31,"tropical fruit"
"33245",4616,2014-01-31,"pastry"
"33246",2195,2014-03-08,"canned beer"
"33247",1883,2014-05-31,"dishes"
"33248",2083,2014-10-21,"brown bread"
"33249",4576,2014-11-21,"dessert"
"33250",4464,2014-04-11,"oil"
"33251",3925,2014-07-26,"bottled water"
"33252",4450,2014-10-31,"bottled beer"
"33253",1059,2014-06-11,"dessert"
"33254",4113,2014-03-14,"root vegetables"
"33255",4154,2014-07-26,"frozen fish"
"33256",2490,2014-04-19,"white bread"
"33257",1551,2014-04-28,"mayonnaise"
"33258",1275,2014-11-06,"rolls/buns"
"33259",3935,2014-10-19,"rolls/buns"
"33260",3487,2014-10-25,"pip fruit"
"33261",3986,2014-09-08,"oil"
"33262",3282,2014-10-26,"kitchen towels"
"33263",4488,2014-10-20,"ice cream"
"33264",4946,2014-04-03,"yogurt"
"33265",4081,2014-04-16,"chocolate marshmallow"
"33266",1603,2014-03-16,"flour"
"33267",1107,2014-08-13,"whole milk"
"33268",2272,2014-07-25,"yogurt"
"33269",4705,2014-04-12,"female sanitary products"
"33270",1811,2014-08-16,"long life bakery product"
"33271",2772,2014-08-03,"whipped/sour cream"
"33272",4412,2014-12-09,"specialty chocolate"
"33273",1219,2014-10-02,"canned beer"
"33274",4435,2014-10-17,"domestic eggs"
"33275",2715,2014-01-28,"newspapers"
"33276",2121,2014-11-03,"chocolate"
"33277",2802,2014-04-27,"chocolate"
"33278",1741,2014-07-19,"margarine"
"33279",4278,2014-07-03,"soda"
"33280",1634,2014-02-10,"fruit/vegetable juice"
"33281",3856,2014-02-08,"yogurt"
"33282",3029,2014-10-19,"vinegar"
"33283",3361,2014-06-23,"softener"
"33284",4613,2014-07-17,"fruit/vegetable juice"
"33285",1805,2014-11-11,"soda"
"33286",2147,2014-05-02,"soda"
"33287",1864,2014-04-29,"domestic eggs"
"33288",2789,2014-09-19,"flour"
"33289",2296,2014-06-12,"domestic eggs"
"33290",1526,2014-05-11,"sugar"
"33291",4951,2014-05-10,"newspapers"
"33292",3809,2014-05-11,"red/blush wine"
"33293",2685,2014-12-06,"rolls/buns"
"33294",1107,2014-07-22,"rolls/buns"
"33295",4264,2014-07-20,"soft cheese"
"33296",4974,2014-11-05,"root vegetables"
"33297",1081,2014-02-11,"beverages"
"33298",1111,2014-05-07,"beer"
"33299",4683,2014-06-30,"oil"
"33300",2835,2014-11-21,"rolls/buns"
"33301",4123,2014-07-07,"bottled water"
"33302",1613,2014-08-02,"whole milk"
"33303",3361,2014-01-14,"white wine"
"33304",3425,2014-07-02,"pastry"
"33305",3617,2014-08-02,"brown bread"
"33306",4669,2014-08-05,"specialty chocolate"
"33307",1922,2014-07-02,"bottled water"
"33308",2947,2014-03-03,"bottled water"
"33309",3953,2014-05-13,"red/blush wine"
"33310",1169,2014-04-15,"napkins"
"33311",4192,2014-02-17,"whole milk"
"33312",1239,2014-08-02,"roll products "
"33313",3041,2014-02-18,"pastry"
"33314",2520,2014-01-16,"canned fruit"
"33315",2426,2014-09-12,"root vegetables"
"33316",1235,2014-11-05,"dog food"
"33317",3799,2014-09-17,"whipped/sour cream"
"33318",1124,2014-03-05,"bottled beer"
"33319",3035,2014-04-16,"male cosmetics"
"33320",4832,2014-12-18,"specialty bar"
"33321",2394,2014-02-24,"whipped/sour cream"
"33322",4185,2014-11-20,"rolls/buns"
"33323",1832,2014-09-01,"spread cheese"
"33324",2666,2014-04-11,"frozen vegetables"
"33325",4686,2014-11-24,"whipped/sour cream"
"33326",2120,2014-01-21,"soda"
"33327",1186,2014-02-09,"soda"
"33328",2377,2014-02-13,"pastry"
"33329",3675,2014-07-13,"butter milk"
"33330",3466,2014-05-31,"rolls/buns"
"33331",4211,2014-05-02,"rolls/buns"
"33332",2832,2014-08-04,"curd"
"33333",4811,2014-09-12,"bottled water"
"33334",3619,2014-12-21,"cat food"
"33335",1722,2014-10-13,"butter"
"33336",1681,2014-04-20,"butter"
"33337",4097,2014-07-14,"beer"
"33338",3878,2014-04-19,"misc. beverages"
"33339",4983,2014-06-21,"root vegetables"
"33340",3100,2014-08-11,"margarine"
"33341",1680,2014-12-10,"specialty bar"
"33342",2041,2014-09-10,"dessert"
"33343",3006,2014-01-06,"waffles"
"33344",1445,2014-01-23,"pip fruit"
"33345",2920,2014-12-03,"canned beer"
"33346",3495,2014-10-22,"domestic eggs"
"33347",4401,2014-10-09,"bottled water"
"33348",1219,2014-07-03,"red/blush wine"
"33349",4331,2014-05-25,"coffee"
"33350",2881,2014-06-01,"butter milk"
"33351",2475,2014-01-02,"roll products "
"33352",1171,2014-09-04,"brown bread"
"33353",2137,2014-01-19,"UHT-milk"
"33354",1180,2014-02-02,"frozen potato products"
"33355",2679,2014-11-14,"yogurt"
"33356",2025,2014-09-04,"cat food"
"33357",2394,2014-05-20,"canned beer"
"33358",1472,2014-11-05,"yogurt"
"33359",2197,2014-07-06,"long life bakery product"
"33360",4824,2014-06-19,"cream"
"33361",2322,2014-01-19,"sweet spreads"
"33362",4639,2014-11-22,"butter milk"
"33363",3544,2014-07-13,"house keeping products"
"33364",1256,2014-06-17,"tea"
"33365",2456,2014-03-15,"pastry"
"33366",3728,2014-10-28,"whipped/sour cream"
"33367",2619,2014-01-12,"shopping bags"
"33368",1010,2014-04-10,"kitchen towels"
"33369",4264,2014-02-18,"newspapers"
"33370",2576,2014-07-10,"napkins"
"33371",3718,2014-03-30,"candles"
"33372",1950,2014-10-11,"rolls/buns"
"33373",4520,2014-03-01,"mustard"
"33374",1353,2014-12-22,"whipped/sour cream"
"33375",4194,2014-11-19,"pastry"
"33376",3095,2014-11-26,"rolls/buns"
"33377",1130,2014-11-01,"margarine"
"33378",4796,2014-01-08,"curd"
"33379",2710,2014-12-18,"soda"
"33380",3548,2014-12-03,"beer"
"33381",3558,2014-11-09,"canned fish"
"33382",4474,2014-04-02,"butter milk"
"33383",3878,2014-11-27,"frozen potato products"
"33384",1221,2014-11-15,"sugar"
"33385",1009,2014-01-24,"canned fish"
"33386",1169,2014-06-05,"napkins"
"33387",3959,2014-12-03,"sparkling wine"
"33388",2355,2014-12-29,"whole milk"
"33389",2845,2014-11-26,"sliced cheese"
"33390",2320,2014-03-15,"newspapers"
"33391",4169,2014-03-30,"frozen vegetables"
"33392",4800,2014-03-14,"soda"
"33393",3972,2014-10-09,"soda"
"33394",4322,2014-07-25,"misc. beverages"
"33395",3459,2014-12-04,"white bread"
"33396",2654,2014-04-07,"misc. beverages"
"33397",3113,2014-10-11,"soda"
"33398",1456,2014-05-26,"whipped/sour cream"
"33399",3947,2014-12-05,"cocoa drinks"
"33400",2230,2014-11-14,"processed cheese"
"33401",4133,2014-08-04,"white wine"
"33402",1761,2014-04-05,"shopping bags"
"33403",2958,2014-03-11,"soda"
"33404",4923,2014-04-03,"potato products"
"33405",4412,2014-03-11,"root vegetables"
"33406",3368,2014-11-19,"white wine"
"33407",1307,2014-10-03,"pastry"
"33408",4793,2014-11-25,"bottled water"
"33409",1080,2014-11-02,"canned beer"
"33410",4693,2014-06-04,"bottled beer"
"33411",4167,2014-08-28,"detergent"
"33412",3474,2014-01-31,"fruit/vegetable juice"
"33413",3945,2014-10-15,"margarine"
"33414",3499,2014-10-14,"hard cheese"
"33415",1753,2014-06-05,"cream cheese "
"33416",2524,2014-03-31,"rolls/buns"
"33417",1105,2014-06-14,"beer"
"33418",2581,2014-05-26,"bottled water"
"33419",3793,2014-12-10,"canned fruit"
"33420",1690,2014-05-30,"brown bread"
"33421",3496,2014-12-20,"margarine"
"33422",4526,2014-09-27,"sugar"
"33423",4129,2014-04-02,"waffles"
"33424",1761,2014-10-29,"pudding powder"
"33425",3498,2014-08-16,"coffee"
"33426",2656,2014-03-31,"margarine"
"33427",4262,2014-03-03,"domestic eggs"
"33428",3289,2014-01-24,"beer"
"33429",1679,2014-10-23,"rolls/buns"
"33430",2594,2014-01-06,"soft cheese"
"33431",4538,2014-06-18,"coffee"
"33432",4941,2014-10-25,"white bread"
"33433",4564,2014-07-06,"shopping bags"
"33434",4290,2014-09-04,"ice cream"
"33435",2202,2014-01-02,"coffee"
"33436",2343,2014-08-19,"candles"
"33437",2209,2014-08-25,"napkins"
"33438",1404,2014-10-02,"long life bakery product"
"33439",3914,2014-11-12,"rolls/buns"
"33440",4065,2014-05-06,"bottled beer"
"33441",4220,2014-08-04,"sliced cheese"
"33442",1074,2014-05-08,"oil"
"33443",2434,2014-12-09,"detergent"
"33444",2633,2014-07-28,"long life bakery product"
"33445",1143,2014-11-18,"oil"
"33446",3767,2014-06-22,"sweet spreads"
"33447",2661,2014-08-28,"rolls/buns"
"33448",2093,2014-12-24,"whipped/sour cream"
"33449",2696,2014-11-23,"dishes"
"33450",2927,2014-01-13,"rolls/buns"
"33451",4003,2014-12-21,"shopping bags"
"33452",3451,2014-01-08,"soda"
"33453",1750,2014-06-16,"shopping bags"
"33454",1085,2014-05-25,"yogurt"
"33455",2034,2014-06-28,"shopping bags"
"33456",4676,2014-02-21,"margarine"
"33457",4132,2014-12-02,"Instant food products"
"33458",2822,2014-06-16,"shopping bags"
"33459",3645,2014-05-31,"chocolate"
"33460",1446,2014-03-26,"pasta"
"33461",2222,2014-02-22,"cling film/bags"
"33462",4426,2014-08-04,"oil"
"33463",1854,2014-09-30,"newspapers"
"33464",4645,2014-02-05,"oil"
"33465",2674,2014-09-03,"soda"
"33466",1369,2014-12-01,"sugar"
"33467",4325,2014-07-19,"chocolate"
"33468",4335,2014-06-28,"fruit/vegetable juice"
"33469",2642,2014-01-09,"long life bakery product"
"33470",1318,2014-02-15,"mustard"
"33471",1062,2014-05-08,"white bread"
"33472",4131,2014-03-20,"napkins"
"33473",3793,2014-11-13,"fruit/vegetable juice"
"33474",2618,2014-09-06,"soda"
"33475",4090,2014-06-03,"specialty bar"
"33476",1480,2014-05-05,"shopping bags"
"33477",4078,2014-06-21,"soda"
"33478",2817,2014-06-19,"bottled water"
"33479",1999,2014-04-02,"brown bread"
"33480",2490,2014-03-27,"shopping bags"
"33481",1991,2014-12-23,"bottled beer"
"33482",4156,2014-04-03,"hygiene articles"
"33483",1215,2014-04-28,"sauces"
"33484",1612,2014-11-26,"frozen meals"
"33485",3495,2014-02-18,"fruit/vegetable juice"
"33486",3749,2014-04-29,"canned beer"
"33487",1514,2014-02-26,"bottled water"
"33488",2892,2014-11-20,"soda"
"33489",4562,2014-05-26,"female sanitary products"
"33490",2568,2014-11-21,"hard cheese"
"33491",2750,2014-01-11,"waffles"
"33492",4348,2014-02-11,"salty snack"
"33493",4241,2014-09-22,"popcorn"
"33494",2707,2014-10-30,"margarine"
"33495",4441,2014-02-15,"butter"
"33496",1646,2014-07-21,"shopping bags"
"33497",4427,2014-12-08,"soda"
"33498",3764,2014-05-26,"sugar"
"33499",4680,2014-01-23,"white wine"
"33500",2155,2014-08-17,"candles"
"33501",4510,2014-11-01,"whole milk"
"33502",3400,2014-07-10,"bottled water"
"33503",3975,2014-04-29,"soda"
"33504",3775,2014-11-10,"newspapers"
"33505",4893,2014-02-10,"sliced cheese"
"33506",1870,2014-12-07,"brown bread"
"33507",1384,2014-02-22,"soda"
"33508",4357,2014-09-07,"whole milk"
"33509",2035,2014-07-01,"rice"
"33510",1715,2014-12-08,"margarine"
"33511",4557,2014-07-14,"napkins"
"33512",4235,2014-09-18,"soda"
"33513",4041,2014-04-25,"canned fish"
"33514",3937,2014-10-08,"UHT-milk"
"33515",4577,2014-06-22,"napkins"
"33516",1561,2014-04-02,"white bread"
"33517",4720,2014-01-10,"chocolate"
"33518",1863,2014-06-01,"seasonal products"
"33519",3862,2014-03-24,"artif. sweetener"
"33520",1838,2014-08-05,"canned beer"
"33521",4694,2014-03-21,"newspapers"
"33522",3468,2014-01-21,"butter"
"33523",4872,2014-10-24,"shopping bags"
"33524",4626,2014-03-23,"canned beer"
"33525",2278,2014-11-10,"soda"
"33526",4758,2014-11-15,"fruit/vegetable juice"
"33527",3003,2014-05-08,"whole milk"
"33528",4683,2014-09-26,"curd cheese"
"33529",1229,2014-07-26,"mustard"
"33530",2927,2014-12-11,"jam"
"33531",3341,2014-10-06,"brown bread"
"33532",2215,2014-02-02,"curd"
"33533",1711,2014-05-09,"newspapers"
"33534",3491,2014-06-21,"detergent"
"33535",3505,2014-03-18,"meat spreads"
"33536",4669,2014-03-14,"whole milk"
"33537",2557,2014-01-29,"bottled water"
"33538",4283,2014-04-04,"candy"
"33539",4679,2014-09-18,"whipped/sour cream"
"33540",2651,2014-01-08,"dishes"
"33541",4071,2014-06-26,"shopping bags"
"33542",2587,2014-12-11,"fruit/vegetable juice"
"33543",4091,2014-06-30,"meat spreads"
"33544",3002,2014-12-12,"hygiene articles"
"33545",2035,2014-08-10,"white bread"
"33546",2772,2014-08-05,"frozen meals"
"33547",3431,2014-07-31,"canned fish"
"33548",2166,2014-07-14,"canned fish"
"33549",4688,2014-07-07,"fruit/vegetable juice"
"33550",1585,2014-10-16,"fruit/vegetable juice"
"33551",1308,2014-08-21,"white wine"
"33552",4190,2014-09-30,"domestic eggs"
"33553",3611,2014-09-21,"cake bar"
"33554",3933,2014-12-02,"hard cheese"
"33555",3877,2014-02-06,"soda"
"33556",4787,2014-08-27,"fruit/vegetable juice"
"33557",2063,2014-06-02,"brandy"
"33558",1940,2014-02-09,"yogurt"
"33559",2993,2014-08-16,"chewing gum"
"33560",2316,2014-02-18,"shopping bags"
"33561",2175,2014-08-16,"male cosmetics"
"33562",4445,2014-05-23,"flower (seeds)"
"33563",3812,2014-04-04,"cereals"
"33564",4577,2014-05-29,"frozen meals"
"33565",3248,2014-08-13,"beer"
"33566",4821,2014-12-12,"rolls/buns"
"33567",2835,2014-01-28,"domestic eggs"
"33568",1998,2014-02-10,"candles"
"33569",3080,2014-02-15,"yogurt"
"33570",3864,2014-12-26,"long life bakery product"
"33571",1410,2014-07-06,"kitchen towels"
"33572",4037,2014-12-26,"ice cream"
"33573",1696,2014-06-17,"cream cheese "
"33574",3678,2014-07-07,"pasta"
"33575",2644,2014-05-05,"misc. beverages"
"33576",1786,2014-04-23,"specialty bar"
"33577",2357,2014-11-27,"fruit/vegetable juice"
"33578",4478,2014-06-20,"roll products "
"33579",4294,2014-12-17,"butter milk"
"33580",1908,2014-01-23,"sauces"
"33581",4800,2014-03-11,"long life bakery product"
"33582",4265,2014-03-08,"bottled water"
"33583",4735,2014-05-23,"sliced cheese"
"33584",1290,2014-02-18,"rice"
"33585",3633,2014-06-13,"soda"
"33586",4992,2014-02-24,"margarine"
"33587",1069,2014-12-18,"salt"
"33588",1563,2014-04-27,"long life bakery product"
"33589",4146,2014-04-11,"root vegetables"
"33590",4745,2014-08-20,"soft cheese"
"33591",2138,2014-04-01,"seasonal products"
"33592",3207,2014-04-24,"yogurt"
"33593",2672,2014-05-22,"soda"
"33594",1087,2014-06-19,"specialty chocolate"
"33595",2259,2014-06-01,"processed cheese"
"33596",2597,2014-02-04,"fruit/vegetable juice"
"33597",2713,2014-09-28,"long life bakery product"
"33598",3389,2014-06-30,"chocolate"
"33599",4853,2014-07-23,"chocolate"
"33600",4788,2014-07-28,"whole milk"
"33601",2957,2014-02-26,"fruit/vegetable juice"
"33602",4134,2014-09-30,"whole milk"
"33603",3773,2014-09-11,"frozen fish"
"33604",4309,2014-04-13,"waffles"
"33605",4959,2014-10-18,"rolls/buns"
"33606",1895,2014-02-13,"soups"
"33607",1824,2014-03-28,"chocolate"
"33608",4504,2014-03-02,"seasonal products"
"33609",4109,2014-04-23,"margarine"
"33610",3549,2014-03-14,"yogurt"
"33611",1293,2014-08-16,"canned beer"
"33612",2006,2014-10-26,"pot plants"
"33613",2918,2014-05-27,"rolls/buns"
"33614",4250,2014-10-25,"shopping bags"
"33615",1146,2014-01-30,"curd"
"33616",1173,2014-08-07,"specialty bar"
"33617",4324,2014-10-29,"butter milk"
"33618",3397,2014-10-28,"whipped/sour cream"
"33619",4990,2014-04-15,"cream cheese "
"33620",2548,2014-05-28,"waffles"
"33621",4433,2014-10-31,"bottled water"
"33622",2912,2014-11-08,"newspapers"
"33623",3661,2014-03-04,"pastry"
"33624",3402,2014-01-08,"newspapers"
"33625",4650,2014-05-28,"pastry"
"33626",4890,2014-11-08,"fruit/vegetable juice"
"33627",1748,2014-08-14,"rolls/buns"
"33628",4606,2014-05-30,"long life bakery product"
"33629",3079,2014-04-13,"mustard"
"33630",3903,2014-04-07,"baking powder"
"33631",4221,2014-05-04,"dish cleaner"
"33632",1066,2014-06-12,"oil"
"33633",4762,2014-03-28,"rolls/buns"
"33634",4955,2014-12-10,"processed cheese"
"33635",1416,2014-08-15,"cream cheese "
"33636",4761,2014-05-23,"frozen fish"
"33637",3956,2014-08-07,"margarine"
"33638",4125,2014-09-21,"pastry"
"33639",3470,2014-11-22,"flower (seeds)"
"33640",1899,2014-12-09,"dessert"
"33641",2241,2014-01-22,"butter"
"33642",2449,2014-08-07,"newspapers"
"33643",3618,2014-07-22,"brown bread"
"33644",1510,2014-12-24,"domestic eggs"
"33645",2804,2014-03-21,"fruit/vegetable juice"
"33646",3769,2014-02-16,"pickled vegetables"
"33647",4435,2014-12-06,"salty snack"
"33648",1641,2014-08-11,"bottled beer"
"33649",1798,2014-12-15,"pastry"
"33650",4623,2014-01-09,"newspapers"
"33651",2496,2014-06-24,"soda"
"33652",4112,2014-10-14,"whipped/sour cream"
"33653",1617,2014-02-07,"sauces"
"33654",2849,2014-08-28,"bottled water"
"33655",2426,2014-08-19,"bottled water"
"33656",1895,2014-11-23,"soft cheese"
"33657",2118,2014-01-16,"butter milk"
"33658",4590,2014-08-19,"candy"
"33659",1851,2014-08-11,"flour"
"33660",1186,2014-04-17,"soda"
"33661",2656,2014-10-19,"pot plants"
"33662",3563,2014-08-14,"newspapers"
"33663",3989,2014-04-26,"ready soups"
"33664",1393,2014-08-26,"pastry"
"33665",1706,2014-04-02,"yogurt"
"33666",2111,2014-11-12,"shopping bags"
"33667",3593,2014-04-06,"chocolate"
"33668",4255,2014-09-29,"yogurt"
"33669",4089,2014-03-18,"dessert"
"33670",3861,2014-02-12,"whipped/sour cream"
"33671",1358,2014-10-16,"whipped/sour cream"
"33672",3016,2014-04-21,"whipped/sour cream"
"33673",4563,2014-01-28,"frozen fish"
"33674",1074,2014-01-29,"detergent"
"33675",4933,2014-02-01,"hard cheese"
"33676",4096,2014-05-23,"pasta"
"33677",2087,2014-06-29,"whole milk"
"33678",2766,2014-05-27,"candles"
"33679",2236,2014-04-22,"shopping bags"
"33680",1651,2014-02-04,"hygiene articles"
"33681",2423,2014-02-12,"roll products "
"33682",2420,2014-07-17,"soda"
"33683",4145,2014-02-13,"candy"
"33684",2616,2014-04-09,"soda"
"33685",4323,2014-09-20,"detergent"
"33686",1792,2014-11-24,"frozen vegetables"
"33687",2977,2014-11-26,"processed cheese"
"33688",4375,2014-01-31,"butter"
"33689",2232,2014-02-03,"bottled water"
"33690",2905,2014-01-17,"waffles"
"33691",1912,2014-03-19,"pot plants"
"33692",4665,2014-11-05,"shopping bags"
"33693",3325,2014-04-24,"UHT-milk"
"33694",2153,2014-02-14,"soda"
"33695",1798,2014-06-16,"instant coffee"
"33696",3934,2014-03-27,"rolls/buns"
"33697",4484,2014-06-06,"whipped/sour cream"
"33698",2713,2014-05-08,"ketchup"
"33699",1533,2014-02-10,"specialty fat"
"33700",1529,2014-03-01,"preservation products"
"33701",1905,2014-08-25,"chewing gum"
"33702",3361,2014-12-19,"butter milk"
"33703",2195,2014-09-19,"beer"
"33704",3221,2014-03-17,"fruit/vegetable juice"
"33705",3667,2014-09-15,"candy"
"33706",2129,2014-02-19,"oil"
"33707",1233,2014-06-09,"whipped/sour cream"
"33708",2675,2014-09-01,"UHT-milk"
"33709",2701,2014-06-17,"rolls/buns"
"33710",1788,2014-07-09,"long life bakery product"
"33711",2876,2014-12-20,"whole milk"
"33712",4465,2014-12-29,"onions"
"33713",4330,2014-12-07,"mustard"
"33714",2459,2014-03-01,"curd"
"33715",1739,2014-09-11,"pastry"
